season,week,team,rating,variance
2023,11,CAR,-9.356928128659453,44.690943967883
2023,11,LV,-2.7931027679595317,42.938035024238154
2023,11,DET,3.1862777392983883,46.7686496580315
2023,11,CHI,-4.838298231432311,42.9019917651389
2023,11,JAX,3.4663027764413994,46.88089273696514
2023,11,IND,-1.681483983796641,52.048531006246805
2023,11,MIN,3.8958445914829696,42.716585168323476
2023,11,GB,-0.3232776416611851,44.04136099562737
2023,11,NE,-7.335202602658259,51.787687923953236
2023,11,MIA,3.481397798478573,48.538704013599414
2023,11,WAS,-8.492793733972281,42.58017632016035
2023,11,PHI,8.643855353639195,48.663193749633315
2023,11,CIN,4.016197167562384,44.309423426864875
2023,11,LAC,3.381936318624328,43.733915884786015
2023,11,NO,1.1813866797868036,51.86263930139051
2023,11,TB,0.5863071141082828,43.77751700117192
2023,11,SF,13.107821206930009,46.77344577585668
2023,11,ARI,-6.0010841921299445,42.73189554182318
2023,11,LA,-4.735982346635714,48.996995477249605
2023,11,DAL,12.198150033109718,44.37215745831241
2023,11,NYG,-7.514513623943133,42.55359481174219
2023,11,PIT,1.497716441787563,44.066751611020834
2023,11,DEN,0.14584070729537923,46.7343739282221
2023,11,TEN,-6.156738543068671,44.79677899313408
2023,12,KC,5.637035261731457,46.387903924252484
2023,12,HOU,0.16634817962678083,43.965826557632795
2023,12,ATL,-2.0233627914704937,48.97125853758576
2023,12,SEA,-3.3178543211714366,43.297486029471344
2023,12,BAL,13.396653898500919,42.480495645537616
2023,12,CLE,3.290474813142793,43.18339777419071
2023,12,BUF,5.805831901172669,42.75173233135765
2023,12,NYJ,-9.172472305772157,43.83437995947221
2023,12,CAR,-9.594514392437285,43.8770275423617
2023,12,LV,-4.552774590316291,42.8183456470173
2023,12,DET,0.7273700254397526,45.22793870980701
2023,12,CHI,-2.4686782502665356,42.60875695615546
2023,12,JAX,3.97404674831619,45.32601124691923
2023,12,IND,-0.3046206605565429,48.62860224895879
2023,12,MIN,1.5346894719055868,42.48962718009561
2023,12,GB,2.0153805920499797,43.50639903980066
2023,12,NE,-7.473497820076642,48.412433799703514
2023,12,MIA,6.041287766677247,46.40027876869788
2023,12,WAS,-10.584511869486853,42.44386702381119
2023,12,PHI,8.091126338622693,46.420468905642906
2023,12,CIN,2.0088960283015806,43.59773367205454
2023,12,LAC,2.833536759568192,43.16609994293476
2023,12,NO,-1.208845840287169,48.843127457893324
2023,12,TB,-0.60401517952985,43.494982392677855
2023,12,SF,14.04673484927659,45.21999043003208
2023,12,ARI,-10.236917414826987,42.69007162277331
2023,12,LA,0.012840361021174473,46.63249758077171
2023,12,DAL,14.362537936596906,43.589999620518746
2023,12,NYG,-7.397226458619319,42.65255418636708
2023,12,PIT,3.4958800706215567,43.44327850175031
2023,12,DEN,4.209791693542378,45.18831674958342
2023,12,TEN,-5.9186839517412,43.94413425665876
2023,13,KC,3.9194111997204044,44.958261499741084
2023,13,HOU,1.3475819902373782,43.40434337163771
2023,13,ATL,-1.9548855083335208,46.65800142038449
